gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	Fibroblasts	Epithelial	Pericytes	Neural	Myofibroblast_Mesothelium	Endothelial	Muscle	Immune
TYRO3	Q06418	False	TYRO3_HUMAN		CPI-SS09C4988F8	0.144	0.107	0.087	0.16	0.12	0.059	0.098	0.006
TYRO3	Q06418	False	TYRO3_HUMAN		CPI-SS0BDA0E5E0	0.144	0.107	0.087	0.16	0.12	0.059	0.098	0.006
MERTK	Q12866	False	MERTK_HUMAN		CPI-SS0F7FF099C	0.021	0.032	0.018	0.008	0.019	0.161	0.019	0.161
GPR37	O15354	False	GPR37_HUMAN		CPI-SS0D8DE8E59	0.018	0.004	0.041	0.011	0.034	0.005	0.0	0.011
GPR37L1	O60883	False	G37L1_HUMAN		CPI-SS075B1AA3A	0.003	0.006	0.0	0.003	0.0	0.0	0.0	0.0
CSF1R	P07333	False	CSF1R_HUMAN		CPI-SS0AB1F04A0	0.004	0.008	0.024	0.0	0.015	0.003	0.0	0.385
CSF1R	P07333	False	CSF1R_HUMAN		CPI-SS015162AFC	0.004	0.008	0.024	0.0	0.015	0.003	0.0	0.385
CSF3R	Q99062	False	CSF3R_HUMAN		CPI-SS08376F0E6	0.004	0.017	0.004	0.0	0.0	0.002	0.005	0.277
APLNR	P35414	False	APJ_HUMAN		CPI-SS08719F19E	0.055	0.03	0.12	0.021	0.042	1.147	0.064	0.033
APLNR	P35414	False	APJ_HUMAN		CPI-SS086CB298F	0.055	0.03	0.12	0.021	0.042	1.147	0.064	0.033
MET	P08581	False	MET_HUMAN		CPI-SS0109FE6AE	0.008	0.065	0.0	0.007	0.034	0.108	0.007	0.017
ADCYAP1R1	P41586	False	PACR_HUMAN		CPI-SS0133239EA	0.024	0.004	0.008	0.02	0.005	0.003	0.005	0.013
TACR2	P21452	False	NK2R_HUMAN		CPI-SS061ED1543	0.001	0.002	0.0	0.0	0.002	0.004	0.11	0.0
TACR1	P25103	False	NK1R_HUMAN		CPI-SS02A8BD654	0.003	0.003	0.0	0.002	0.017	0.015	0.0	0.0
GALR2	O43603	False	GALR2_HUMAN		CPI-SS04BCE85CA	0.004	0.0	0.004	0.0	0.002	0.005	0.067	0.006
GALR1	P47211	False	GALR1_HUMAN		CPI-SS0BE567EFB	0.001	0.002	0.004	0.029	0.0	0.0	0.0	0.0
TNFRSF4	P43489	False	TNR4_HUMAN		CPI-SS04456F441	0.012	0.007	0.0	0.005	0.022	0.276	0.0	0.099
NPR2	P20594	False	ANPRB_HUMAN		CPI-SS04EE13FF7	0.018	0.011	0.011	0.011	0.025	0.006	0.04	0.014
SORT1	Q99523	False	SORT_HUMAN		CPI-SS07CCAD9BF	0.024	0.08	0.078	0.034	0.016	0.076	0.063	0.105
GFRA1	P56159	False	GFRA1_HUMAN		CPI-SS06F5E4F78	0.142	0.013	0.025	0.494	0.237	0.016	0.221	0.037
GFRA1	P56159	False	GFRA1_HUMAN		CPI-SS06D2BC14F	0.142	0.013	0.025	0.494	0.237	0.016	0.221	0.037
GFRA3	O60609	False	GFRA3_HUMAN		CPI-SS01F980BBB	0.009	0.014	0.008	0.13	0.0	0.004	0.0	0.029
TNFRSF9	Q07011	False	TNR9_HUMAN		CPI-SS0431D2256	0.0	0.01	0.0	0.001	0.009	0.002	0.0	0.04
TNFRSF10B	O14763	False	TR10B_HUMAN		CPI-SS001865B32	0.051	0.276	0.062	0.013	0.076	0.189	0.084	0.26
CX3CR1	P49238	False	CX3C1_HUMAN		CPI-SS0388C9C86	0.001	0.0	0.028	0.0	0.0	0.0	0.0	0.023
CCR6	P51684	False	CCR6_HUMAN		CPI-SS0079E2156	0.01	0.009	0.005	0.0	0.004	0.002	0.0	0.071
GUCY2C	P25092	False	GUC2C_HUMAN		CPI-SS08BF22309	0.02	0.214	0.009	0.01	0.01	0.018	0.006	0.028
GUCY2C	P25092	False	GUC2C_HUMAN		CPI-SS01B7CB0E7	0.02	0.214	0.009	0.01	0.01	0.018	0.006	0.028
CD4	P01730	False	CD4_HUMAN		CPI-SS0BE275E5E	0.016	0.003	0.049	0.003	0.069	0.016	0.009	0.119
GPR19	Q15760	False	GPR19_HUMAN		CPI-SS0B281803E	0.004	0.002	0.002	0.014	0.004	0.0	0.0	0.0
EDAR	Q9UNE0	False	EDAR_HUMAN		CPI-SS05A8552D7	0.001	0.001	0.0	0.0	0.036	0.0	0.0	0.0
GFRA2	O00451	False	GFRA2_HUMAN		CPI-SS01FAD473B	0.291	0.021	0.161	0.158	0.038	0.03	0.03	0.07
CMKLR1	Q99788	False	CML1_HUMAN		CPI-SS0CDEE4A57	0.006	0.001	0.016	0.0	0.0	0.014	0.0	0.012
TGFBR2	P37173	False	TGFR2_HUMAN		CPI-SS012A0AEC9	0.117	0.131	0.178	0.277	0.15	0.924	0.128	0.174
IL17RB	Q9NRM6	False	I17RB_HUMAN		CPI-SS030D85815	0.009	0.024	0.0	0.032	0.003	0.003	0.012	0.0
